text,label
am on the uworld site am i buying the qbank only or am i buying it with the self assessment also,ham
someonone you know is trying to contact you via our dating service to find out who it could be call from your mobile or landline boxskch,spam
yeah i can still give you a ride,ham
jay want to work out first hows sound,ham
gud gudk chikku tke care sleep well gud nyt,ham
hmm thinking lor,ham
of course dont tease me you know i simply must see grin do keep me posted my prey loving smile devouring kiss,ham
thanks for the temales it wa wonderful thank have a great week,ham
thank you princess i want to see your nice juicy booty,ham
havent eaten all day im sitting here staring at this juicy pizza and i cant eat it these med are ruining my life,ham
u come n search tat vidnot finishd,ham
k im leaving soon be there a little after,ham
urgent please call from a landline cash or a holiday await collection t c sae po box mxy,spam
yeah work is fine started last week all the same stuff a before dull but easy and guy are fun,ham
you do your study alone without anyones help if you cant no need to study,ham
please tell me not all of my car key are in your purse,ham
i didnt get anything da,ham
ok sweet dream,ham
well shes in for a big surprise,ham
in cbe in chennai,ham
can help u swoop by picking u up from wherever ur other bird r meeting if u want,ham
if anyone call for a treadmill say youll buy it make sure it working i found an ad on craigslist selling for ltgt,ham
i absolutely love south park i only recently started watching the office,ham
did you see that film,ham
pls speak with me i wont ask anything other then you friendship,ham
gud niswt drmstake care,ham
hi darlin it kate are u up for doin somethin tonight im going to a pub called the swan or something with my parent for one drink so phone me if u can,ham
anything lar then not going home dinner,ham
er,ham
if you dont your prize will go to another customer tc at wwwtcbiz pmin polo ltd suite london wj hl please call back if busy,spam
did u fix the teethif not do it asapok take care,ham
so u wan come for our dinner tonight a not,ham
hellohow u doingwhat u been up when will u b moving out of the flat co i will need to arrange to pick up the lamp etc take care hello caroline,ham
it too latebut it kwish you the same,ham
hi hope ur day good back from walk table booked for half eight let me know when ur coming over,ham
oh yeah clearly it my fault,ham
dunno leh cant remember mayb lor so wat time r we meeting tmr,ham
best msg it hard to be with a person when u know that one more step foward will make u fall in love amp one step back can ruin ur friendship good night,ham
urgent your mobile number ha been awarded with a prize guaranteed call from land line claim valid hr only ppm,spam
vikky come around lttimegt,ham
and how you will do that princess,ham
i have gone into get info bt dont know what to do,ham
yeah probably here for a while,ham
im still pretty weak today bad day,ham
hey dont forget you are mine for me my possession my property mmm childish smile,ham
an excellent thought by a misundrstud frnd i knw u hate me bt the day wen ull knw the truth ull hate urself gn,ham
hey congrats u id luv but ive had go home,ham
dear where you call me,ham
xy trying smth now u eat already we havent,ham
urgent please call from landline cash or a luxury canary island holiday await collection tc sae po box mxy ppm,spam
i donno it in your gene or something,ham
xmas iscoming ur awarded either cd gift voucher free entry r weekly draw txt music to tnc wwwldewcomwinppmxagesubscription,spam
alex say he not ok with you not being ok with it,ham
are u coming to the funeral home,ham
my darling sister how are you doing whens school resuming is there a minimum wait period before you reapply do take care,ham
ill hand her my phone to chat wit u,ham
well good morning mr hows london treatin ya treacle,ham
i cant make it tonight,ham
about ltgt buck the bank fee are fixed better to call the bank and find out,ham
i can but it will tell quite long co i havent finish my film yet,ham
pls ask macho how much is budget for bb bold is co i saw a new one for ltgt dollar,ham
hi missed your call and my mumhas beendropping red wine all over theplace what is your adress,ham
ill be at yours in about min but look out for me,ham
what you did in leave,ham
im coming back on thursday yay is it gonna be ok to get the money cheer oh yeah and how are you everything alright hows school or do you call it work now,ham
jolly good by the way will give u ticket for sat eve speak before then x,ham
yeah thats what i wa thinking,ham
kkim going to tirunelvali this week to see my uncle i already spend the amount by taking dress so only i want moneyi will give it on feb,ham
here got ur favorite oyster n got my favorite sashimi ok lar i dun say already wait ur stomach start rumbling,ham
my sister going to earn more than me da,ham
jus finish watching tv u,ham
k fyi im back in my parent place in south tampa so i might need to do the deal somewhere else,ham
good morning my love i go to sleep now and wish you a great day full of feeling better and opportunity you are my last thought babe i love you kiss,ham
kothi print out marandratha,ham
but we havent got da topic yet rite,ham
ok no problem yup im going to sch at if i rem correctly,ham
thanks ill keep that in mind,ham
aah bless hows your arm,ham
dear sirsalam alaikkumpride and pleasure meeting you today at the tea shopwe are pleased to send you our contact number at qatarrakhesh an indianpls save our numberrespectful regard,ham
gal n boy walking in d park galcan i hold ur hand boyy do u think i would run away galno jst wana c how it feel walking in heaven with an princegn,ham
what make you most happy,ham
wishing you a wonderful week,ham
sweet heart how are you,ham
sir waiting for your letter,ham
dude im no longer a pisces im an aquarius now,ham
x course it yr just so her message on messenger lik you r sending me,ham
i think steyn surely get one wicket,ham
neither in sterm voice im studying all fine with me not sure the thing will be resolved tho anyway have a fab hols,ham
